Produkttransaktioner;;;;;;;;;;;;;;;;
Ordernr;External Customer no.;Kundnamn;Fakt.nr;Fakturadatum;Redovisn. år/period;Produktnr;Er ref.;Benämning;Antal;Märke;Trans.upplysn. 1;Invoice Reference (R7);Order category;Belopp;ISO-kod;Belopp (SEK)
4754;757;CIMMYT Kenya;12003305;7/28/2025;2025/7;Lab No;Mohan Chejerla;SE-25-0617, 4 pl Sorghum | 38 SNP;1;;;;0;0.00;USD;0.00
4754;757;CIMMYT Kenya;12003305;7/28/2025;2025/7;SNP04;Mohan Chejerla;SNP-genotyping routine test - sets of 4 plates;384;;;;0;4385.28;USD;41647.00
4754;757;CIMMYT Kenya;12003305;7/28/2025;2025/7;ADS004;Mohan Chejerla;Additional storage of DNA plates for three years;4;;;;0;60.00;USD;569.82
4754;757;CIMMYT Kenya;12003305;7/28/2025;2025/7;Fritext;Mohan Chejerla;Invoice to:;1;;;;0;0.00;USD;0.00
4754;757;CIMMYT Kenya;12003305;7/28/2025;2025/7;Fritext;Mohan Chejerla;"M.CHEJERLA@CGIAR.ORG;M.MUCHENGETI@cgiar.org;h.william@cgiar.";1;;;;0;0.00;USD;0.00
4755;757;CIMMYT Kenya;12003304;7/28/2025;2025/7;Lab No;Mohan Chejerla;SE-25-0686, 12 Pl Pearl Millet | 20 SNP;1;;;;0;0.00;USD;0.00
4755;757;CIMMYT Kenya;12003304;7/28/2025;2025/7;SNP16;Mohan Chejerla;SNP-genotyping routine test - sets of 16 plates;1536;;;;0;6067.20;USD;57620.20
4755;757;CIMMYT Kenya;12003304;7/28/2025;2025/7;Fritext;Mohan Chejerla;invoice to:;1;;;;0;0.00;USD;0.00
4755;757;CIMMYT Kenya;12003304;7/28/2025;2025/7;Fritext;Mohan Chejerla;"M.MUCHENGETI@cgiar.org;MWILLIAM123@GMAIL.COM;M.CHEJERLA@CGIA";1;;;;0;0.00;USD;0.00
4764;757;CIMMYT Kenya;12003294;7/28/2025;2025/7;Lab No;M.MUCHENGETI@cgiar.org;SE-25-0772, 6 Pl Finger Millet 22 SNP;1;;;;0;0.00;USD;0.00
4764;757;CIMMYT Kenya;12003294;7/28/2025;2025/7;SNP04;M.MUCHENGETI@cgiar.org;SNP-genotyping routine test - sets of 4 plates;768;;;;0;5821.44;USD;55286.22
4764;757;CIMMYT Kenya;12003294;7/28/2025;2025/7;Fritext;M.MUCHENGETI@cgiar.org;Invoice to:;1;;;;0;0.00;USD;0.00
4764;757;CIMMYT Kenya;12003294;7/28/2025;2025/7;Fritext;M.MUCHENGETI@cgiar.org;"M.MUCHENGETI@cgiar.org; mwilliam123@gmail.com; M.CHEJERLA@CG";1;;;;0;0.00;USD;0.00
4752;757;CIMMYT Kenya;12003306;7/28/2025;2025/7;Lab No;Mohan Chejerla;SE-25-0616, 8 Pl Finger millet | 22 SNP;1;;;;0;0.00;USD;0.00
4752;757;CIMMYT Kenya;12003306;7/28/2025;2025/7;SNP04;Mohan Chejerla;SNP-genotyping routine test - sets of 4 plates;768;;;;0;5821.44;USD;55286.22
4752;757;CIMMYT Kenya;12003306;7/28/2025;2025/7;Fritext;Mohan Chejerla;invoice to:;1;;;;0;0.00;USD;0.00
4752;757;CIMMYT Kenya;12003306;7/28/2025;2025/7;Fritext;Mohan Chejerla;"M.CHEJERLA@CGIAR.ORG;M.MUCHENGETI@cgiar.org;h.william@cgiar.";1;;;;0;0.00;USD;0.00
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;Lab No;Hale Tufan;SE-24-1676;1;;;;0;0.00;USD;0.00
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;EXT004;Hale Tufan;DNA preparation High molecular weight (Method A);96;;;;0;292.80;USD;2928.59
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;ADS002;Hale Tufan;Additional quality control of DNA;1;;;;0;62.00;USD;620.12
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;ADS001;Hale Tufan;Aliquoting DNA;1;;;;0;17.00;USD;170.03
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;ADS008;Hale Tufan;Shipment actual costs;1;;;;0;153.00;USD;1530.31
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;ADS005;Hale Tufan;Administration fee shipment, incl. emballage;1;;;;0;66.00;USD;660.13
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;Fritext;Hale Tufan;Order contact: Emma Herrighty;1;;;;0;0.00;USD;0.00
4491;827;Cornell University, Procurement and Payment Service;12003141;5/20/2025;2025/5;Fritext;Hale Tufan;Paylink to: eh476@cornell.edu;1;;;;0;0.00;USD;0.00
4710;3155;Sveriges Frö & oljeväxtodlare;12003332;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0710;1;;;;0;0.00;SEK;0.00
4710;3155;Sveriges Frö & oljeväxtodlare;12003332;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;3;;;;0;5235.00;SEK;5235.00
4670;3155;Sveriges Frö & oljeväxtodlare;12003358;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0664;1;;;;0;0.00;SEK;0.00
4670;3155;Sveriges Frö & oljeväxtodlare;12003358;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;2;;;;0;3500.00;SEK;3500.00
4671;3155;Sveriges Frö & oljeväxtodlare;12003357;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0668;1;;;;0;0.00;SEK;0.00
4671;3155;Sveriges Frö & oljeväxtodlare;12003357;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;3;;;;0;5250.00;SEK;5250.00
4672;3155;Sveriges Frö & oljeväxtodlare;12003356;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0672;1;;;;0;0.00;SEK;0.00
4672;3155;Sveriges Frö & oljeväxtodlare;12003356;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;1;;;;0;1750.00;SEK;1750.00
4673;3155;Sveriges Frö & oljeväxtodlare;12003355;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0673;1;;;;0;0.00;SEK;0.00
4673;3155;Sveriges Frö & oljeväxtodlare;12003355;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;1;;;;0;1750.00;SEK;1750.00
4674;3155;Sveriges Frö & oljeväxtodlare;12003354;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0674;1;;;;0;0.00;SEK;0.00
4674;3155;Sveriges Frö & oljeväxtodlare;12003354;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;2;;;;0;3500.00;SEK;3500.00
4675;3155;Sveriges Frö & oljeväxtodlare;12003353;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0696;1;;;;0;0.00;SEK;0.00
4675;3155;Sveriges Frö & oljeväxtodlare;12003353;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;1;;;;0;1750.00;SEK;1750.00
4677;3155;Sveriges Frö & oljeväxtodlare;12003351;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0690;1;;;;0;0.00;SEK;0.00
4677;3155;Sveriges Frö & oljeväxtodlare;12003351;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;3;;;;0;5235.00;SEK;5235.00
4729;3155;Sveriges Frö & oljeväxtodlare;12003377;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0730;1;;;;0;0.00;SEK;0.00
4729;3155;Sveriges Frö & oljeväxtodlare;12003377;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;4;;;;0;6980.00;SEK;6980.00
4712;3155;Sveriges Frö & oljeväxtodlare;12003330;7/29/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0716;1;;;;0;0.00;SEK;0.00
4712;3155;Sveriges Frö & oljeväxtodlare;12003330;7/29/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;6;;;;0;10470.00;SEK;10470.00
4776;3155;Sveriges Frö & oljeväxtodlare;12003395;7/30/2025;2025/7;Fritext;Albin Gunnarson;SE-25-0720;1;;;;0;0.00;SEK;0.00
4776;3155;Sveriges Frö & oljeväxtodlare;12003395;7/30/2025;2025/7;TPC004;Albin Gunnarson;Soil Campaign package club root, incl. DNA prep;2;;;;0;3490.00;SEK;3490.00
4654;1963;Kansas State University;12003286;6/30/2025;2025/6;Lab No;Terry Felderhoff;SE-25-0410, 9 sorghum kasp design;1;;;;0;0.00;USD;0.00
4654;1963;Kansas State University;12003286;6/30/2025;2025/6;SNP005;Terry Felderhoff;Assay design of new markers (KASP);9;;;;0;360.00;USD;3418.92
4531;58;BASF Belgium Coordination Center Comm. V.;12003200;5/30/2025;2025/5;Fritext;Dieter Rothier;SE-25-0477;1;;;;0;0.00;EUR;0.00
4531;58;BASF Belgium Coordination Center Comm. V.;12003200;5/30/2025;2025/5;Fritext;Dieter Rothier;G25OD001-05 (1719);1;;;;0;0.00;EUR;0.00
4531;58;BASF Belgium Coordination Center Comm. V.;12003200;5/30/2025;2025/5;ADS009;Dieter Rothier;Sampling into plates;2;;;;0;14.00;EUR;153.16
4531;58;BASF Belgium Coordination Center Comm. V.;12003200;5/30/2025;2025/5;PP006;Dieter Rothier;DNA-preparation - 96w plate;2;;;;0;260.00;EUR;2844.40
4531;58;BASF Belgium Coordination Center Comm. V.;12003200;5/30/2025;2025/5;QTS02;Dieter Rothier;Zygosity test - KASP chemistry;8;;;;0;160.00;EUR;1750.40
4532;58;BASF Belgium Coordination Center Comm. V.;12003269;6/30/2025;2025/6;Fritext;Dieter Rothier;SE-25-0476;1;;;;0;0.00;EUR;0.00
4532;58;BASF Belgium Coordination Center Comm. V.;12003269;6/30/2025;2025/6;Fritext;Dieter Rothier;G25OD001-05 (1719);1;;;;0;0.00;EUR;0.00
4532;58;BASF Belgium Coordination Center Comm. V.;12003269;6/30/2025;2025/6;SPB06;Dieter Rothier;Subsampling seeds Bulk;9;;;;0;63.00;EUR;687.14
4532;58;BASF Belgium Coordination Center Comm. V.;12003269;6/30/2025;2025/6;PP001;Dieter Rothier;DNA-preparation - bulk 1;9;;;;0;927.00;EUR;10110.79
4532;58;BASF Belgium Coordination Center Comm. V.;12003269;6/30/2025;2025/6;QLB12;Dieter Rothier;Qualitative test BB;36;;;;0;252.00;EUR;2748.56
4617;58;BASF Belgium Coordination Center Comm. V.;12003240;6/30/2025;2025/6;Fritext;Dieter Rothier;SE-25-0475;1;;;;0;0.00;EUR;0.00
4617;58;BASF Belgium Coordination Center Comm. V.;12003240;6/30/2025;2025/6;Fritext;Dieter Rothier;G25OD001;1;;;;0;0.00;EUR;0.00
4617;58;BASF Belgium Coordination Center Comm. V.;12003240;6/30/2025;2025/6;SPB06;Dieter Rothier;Subsampling seeds Bulk;3;;;;0;21.00;EUR;229.05
4617;58;BASF Belgium Coordination Center Comm. V.;12003240;6/30/2025;2025/6;PP006;Dieter Rothier;DNA-preparation - 96w plate;3;;;;0;309.00;EUR;3370.26
4617;58;BASF Belgium Coordination Center Comm. V.;12003240;6/30/2025;2025/6;QLB07;Dieter Rothier;Qualitative test - BY;18;;;;0;126.00;EUR;1374.28
4480;58;BASF Belgium Coordination Center Comm. V.;12003142;5/20/2025;2025/5;Fritext;Dieter Rothier;SE-25-0382;1;;;;0;0.00;EUR;0.00
4480;58;BASF Belgium Coordination Center Comm. V.;12003142;5/20/2025;2025/5;Fritext;Dieter Rothier;G25OD001-04 (1718);1;;;;0;0.00;EUR;0.00
4480;58;BASF Belgium Coordination Center Comm. V.;12003142;5/20/2025;2025/5;PP001;Dieter Rothier;DNA-preparation - bulk 1;3;;;;0;309.00;EUR;3337.82
4480;58;BASF Belgium Coordination Center Comm. V.;12003142;5/20/2025;2025/5;QLB07;Dieter Rothier;Qualitative test - BY;18;;;;0;126.00;EUR;1361.05
4465;58;BASF Belgium Coordination Center Comm. V.;12003144;5/20/2025;2025/5;Fritext;Dieter Rothier;SE-25-0340;1;;;;0;0.00;EUR;0.00
4465;58;BASF Belgium Coordination Center Comm. V.;12003144;5/20/2025;2025/5;Fritext;Dieter Rothier;G25OD001-03 (1711);1;;;;0;0.00;EUR;0.00
4465;58;BASF Belgium Coordination Center Comm. V.;12003144;5/20/2025;2025/5;PP001;Dieter Rothier;DNA-preparation - bulk 1;3;;;;0;309.00;EUR;3337.82
4465;58;BASF Belgium Coordination Center Comm. V.;12003144;5/20/2025;2025/5;QLB07;Dieter Rothier;Qualitative test - BY;18;;;;0;126.00;EUR;1361.05
4523;58;BASF Belgium Coordination Center Comm. V.;12003182;5/30/2025;2025/5;Fritext;Dieter Rothier;SE-25-0478;1;;;;0;0.00;EUR;0.00
4523;58;BASF Belgium Coordination Center Comm. V.;12003182;5/30/2025;2025/5;Fritext;Dieter Rothier;G25OD001-05 (1719);1;;;;0;0.00;EUR;0.00
4523;58;BASF Belgium Coordination Center Comm. V.;12003182;5/30/2025;2025/5;PP001;Dieter Rothier;DNA-preparation - bulk 1;5;;;;0;515.00;EUR;5634.10
4523;58;BASF Belgium Coordination Center Comm. V.;12003182;5/30/2025;2025/5;QLB07;Dieter Rothier;Qualitative test - BY;30;;;;0;210.00;EUR;2297.40
4524;58;BASF Belgium Coordination Center Comm. V.;12003181;5/30/2025;2025/5;Fritext;Dieter Rothier;SE-25-0502;1;;;;0;0.00;EUR;0.00
4524;58;BASF Belgium Coordination Center Comm. V.;12003181;5/30/2025;2025/5;Fritext;Dieter Rothier;G25OD001-09 (1723);1;;;;0;0.00;EUR;0.00
4524;58;BASF Belgium Coordination Center Comm. V.;12003181;5/30/2025;2025/5;PP001;Dieter Rothier;DNA-preparation - bulk 1;1;;;;0;103.00;EUR;1126.82
4524;58;BASF Belgium Coordination Center Comm. V.;12003181;5/30/2025;2025/5;QLB07;Dieter Rothier;Qualitative test - BY;6;;;;0;42.00;EUR;459.48
4747;58;BASF Belgium Coordination Center Comm. V.;12003317;7/28/2025;2025/7;Fritext;Dieter Rothier;SE-25-0762;1;;;;0;0.00;EUR;0.00
4747;58;BASF Belgium Coordination Center Comm. V.;12003317;7/28/2025;2025/7;Fritext;Dieter Rothier;G25GL002-06 (1745);1;;;;0;0.00;EUR;0.00
4747;58;BASF Belgium Coordination Center Comm. V.;12003317;7/28/2025;2025/7;PP001;Dieter Rothier;DNA-preparation - bulk 1;14;;;;0;1442.00;EUR;16023.50
4747;58;BASF Belgium Coordination Center Comm. V.;12003317;7/28/2025;2025/7;QLB07;Dieter Rothier;Qualitative test - BY;98;;;;0;686.00;EUR;7622.83
4748;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;Fritext;Dieter Rothier;SE-25-0788;1;;;;0;0.00;EUR;0.00
4748;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;Fritext;Dieter Rothier;G25OK001-05 (1748);1;;;;0;0.00;EUR;0.00
4748;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;PP001;Dieter Rothier;DNA-preparation - bulk 1;3;;;;0;309.00;EUR;3433.61
4748;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;QLB07;Dieter Rothier;Qualitative test - BY;15;;;;0;105.00;EUR;1166.76
4748;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;SPB06;Dieter Rothier;Subsampling seeds Bulk;3;;;;0;21.00;EUR;233.35
4748;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;XX025;Dieter Rothier;Accelerated turnaround time Semi-express;3;;;;0;45.00;EUR;500.04
4753;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;Fritext;Dieter Rothier;SE-25-0763, 0764, 0765, 0766;1;;;;0;0.00;EUR;0.00
4753;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;Fritext;Dieter Rothier;13 plates Napus BY009;1;;;;0;0.00;EUR;0.00
4753;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;Fritext;Dieter Rothier;G25GL002-05 (1741-1742-1743-1744);1;;;;0;0.00;EUR;0.00
4753;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;PP006;Dieter Rothier;DNA-preparation - 96w plate;13;;;;0;1690.00;EUR;18779.28
4753;448;BASF Belgium Coordination Center Comm. V.;12003315;7/28/2025;2025/7;QTS01;Dieter Rothier;Zygosity test - Taqman chemistry;13;;;;0;780.00;EUR;8667.36
4714;1131;Eurofins Agro Testing Sweden AB;12003328;7/29/2025;2025/7;Fritext;Martin Lilje;SE-25-0723;1;;;;0;0.00;SEK;0.00
4714;1131;Eurofins Agro Testing Sweden AB;12003328;7/29/2025;2025/7;TPS006;Martin Lilje;Soil Package club root, incl. DNA prep;1;;;;0;2417.00;SEK;2417.00
4511;1131;Eurofins Agro Testing Sweden AB;12003166;5/29/2025;2025/5;Fritext;Martin Lilje;SE-25-0392;1;;;;0;0.00;SEK;0.00
4511;1131;Eurofins Agro Testing Sweden AB;12003166;5/29/2025;2025/5;QTB06;Martin Lilje;Quantitative test clubroot (2 subsamples (A+B));2;;;;0;4700.00;SEK;4700.00
4475;1131;Eurofins Agro Testing Sweden AB;12003117;4/29/2025;2025/4;Fritext;Martin Lilje;SE-25-0307;1;;;;0;0.00;SEK;0.00
4475;1131;Eurofins Agro Testing Sweden AB;12003117;4/29/2025;2025/4;QTB06;Martin Lilje;Quantitative test clubroot (2 subsamples (A+B));2;;;;0;4700.00;SEK;4700.00
4601;1131;Eurofins Agro Testing Sweden AB;12003246;6/30/2025;2025/6;Fritext;Martin Lilje;SE-25-0572;1;;;;0;0.00;SEK;0.00
4601;1131;Eurofins Agro Testing Sweden AB;12003246;6/30/2025;2025/6;TPS006;Martin Lilje;Soil Package club root, incl. DNA prep;2;;;;0;4700.00;SEK;4700.00
4602;1131;Eurofins Agro Testing Sweden AB;12003245;6/30/2025;2025/6;Fritext;Markus Rosvall;SE-25-0577;1;;;;0;0.00;SEK;0.00
4602;1131;Eurofins Agro Testing Sweden AB;12003245;6/30/2025;2025/6;TPS006;Markus Rosvall;Soil Package club root, incl. DNA prep;1;;;;0;2350.00;SEK;2350.00
4783;1131;Eurofins Agro Testing Sweden AB;12003409;7/31/2025;2025/7;EXT010;Martin Lilje;DNA preparation Bulk leaves;1;;;;0;2021.00;SEK;2021.00
4783;1131;Eurofins Agro Testing Sweden AB;12003409;7/31/2025;2025/7;PCR005;Martin Lilje;Qualitative test fungal and other pathogens;1;;;;0;185.00;SEK;185.00
4783;1131;Eurofins Agro Testing Sweden AB;12003409;7/31/2025;2025/7;Fritext;Martin Lilje;SE-25-0724;1;;;;0;0.00;SEK;0.00
4455;3493;USDA-ARS, Tropical Agriculture Research;12003189;5/30/2025;2025/5;Fritext;hugo.cuevas@usda.gov;TARS, Puerto Rico;1;;;;0;0.00;USD;0.00
4455;3493;USDA-ARS, Tropical Agriculture Research;12003189;5/30/2025;2025/5;Fritext;hugo.cuevas@usda.gov;SE-25-0298 , Sorghum, 9 SNP;1;;;;0;0.00;USD;0.00
4455;3493;USDA-ARS, Tropical Agriculture Research;12003189;5/30/2025;2025/5;SNP001;hugo.cuevas@usda.gov;SNP Assay Verification (KASP) per 1 Verification plate;9;;;;0;1530.00;USD;15303.06
4758;3493;USDA-ARS, Tropical Agriculture Research;12003300;7/28/2025;2025/7;Lab No;Hugo Cuevas;SE-25-0455, 6 pl Sorghum 10 SNP;1;;;;0;0.00;USD;0.00
4758;3493;USDA-ARS, Tropical Agriculture Research;12003300;7/28/2025;2025/7;SNP04;Hugo Cuevas;SNP-genotyping routine test - sets of 4 plates;768;;;;0;2304.00;USD;21881.09
4758;3493;USDA-ARS, Tropical Agriculture Research;12003300;7/28/2025;2025/7;Fritext;Hugo Cuevas;HC_Plates_05_05_25;1;;;;0;0.00;USD;0.00
4758;3493;USDA-ARS, Tropical Agriculture Research;12003300;7/28/2025;2025/7;Fritext;Hugo Cuevas;hugo.cuevas@usda.gov;1;;;;0;0.00;USD;0.00
4759;3493;USDA-ARS, Tropical Agriculture Research;12003301;7/28/2025;2025/7;Lab No;Timothy Porch;SE-25-0525, 16 pl Common bean 40 SNP;1;;;;0;0.00;USD;0.00
4759;3493;USDA-ARS, Tropical Agriculture Research;12003301;7/28/2025;2025/7;SNP16;Timothy Porch;SNP-genotyping routine test - sets of 16 plates;1536;;;;0;8832.00;USD;83877.50
4759;3493;USDA-ARS, Tropical Agriculture Research;12003301;7/28/2025;2025/7;Fritext;Timothy Porch;Puerto Rico;1;;;;0;0.00;USD;0.00
4759;3493;USDA-ARS, Tropical Agriculture Research;12003301;7/28/2025;2025/7;Fritext;Timothy Porch;Invoice to: timothy.porch@usda.gov;1;;;;0;0.00;USD;0.00
4760;3493;USDA-ARS, Tropical Agriculture Research;12003302;7/28/2025;2025/7;Lab No;Hugo Cuevas;SE-25-0529;1;;;;0;0.00;USD;0.00
4760;3493;USDA-ARS, Tropical Agriculture Research;12003302;7/28/2025;2025/7;SNP005;Hugo Cuevas;Assay design of new markers (KASP);15;;;;0;600.00;USD;5698.20
4760;3493;USDA-ARS, Tropical Agriculture Research;12003302;7/28/2025;2025/7;Fritext;Hugo Cuevas;Invoice to: hugo.cuevas@usda.gov;1;;;;0;0.00;USD;0.00
4761;3493;USDA-ARS, Tropical Agriculture Research;12003303;7/28/2025;2025/7;Lab No;Hugo Cuevas;SE-25-0663;1;;;;0;0.00;USD;0.00
4761;3493;USDA-ARS, Tropical Agriculture Research;12003303;7/28/2025;2025/7;SNP001;Hugo Cuevas;SNP Assay Verification (KASP) per 1 Verification plate;15;;;;0;2550.00;USD;24217.35
4761;3493;USDA-ARS, Tropical Agriculture Research;12003303;7/28/2025;2025/7;Fritext;Hugo Cuevas;Invoice to: hugo.cuevas@usda.gov;1;;;;0;0.00;USD;0.00
4761;3493;USDA-ARS, Tropical Agriculture Research;12003303;7/28/2025;2025/7;Fritext;Hugo Cuevas;HC_Validation_2;1;;;;0;0.00;USD;0.00
4444;3018;Skofteby Säteri AB;12003107;4/29/2025;2025/4;Fritext;Johan Rosén;SE-25-0256;1;;;;0;0.00;SEK;0.00
4444;3018;Skofteby Säteri AB;12003107;4/29/2025;2025/4;QTB06;Johan Rosén;Quantitative test clubroot (2 subsamples (A+B));2;;;;0;3720.00;SEK;3720.00
4506;3605;West Africa Centre for Crop Improvement (WACCI);12003185;5/30/2025;2025/5;Lab No;ayeboah@wacci.ug.edu.gh;SE-25-0275, 4 pl rice;1;;;;0;0.00;USD;0.00
4506;3605;West Africa Centre for Crop Improvement (WACCI);12003185;5/30/2025;2025/5;EXD01;ayeboah@wacci.ug.edu.gh;DArTag Routine 1K;384;;;;0;4992.00;USD;49929.98
4506;3605;West Africa Centre for Crop Improvement (WACCI);12003185;5/30/2025;2025/5;ADS05;ayeboah@wacci.ug.edu.gh;Shipment administrative cost;1;;;;0;66.00;USD;660.13
4506;3605;West Africa Centre for Crop Improvement (WACCI);12003185;5/30/2025;2025/5;ADS08;ayeboah@wacci.ug.edu.gh;Freight/porto;1;;;;0;124.00;USD;1240.25
4506;3605;West Africa Centre for Crop Improvement (WACCI);12003185;5/30/2025;2025/5;Fritext;ayeboah@wacci.ug.edu.gh;"Invoice to: ayeboah@wacci.ug.edu.gh; cimmyt-eib-genotyping@c";1;;;;0;0.00;USD;0.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;Fritext;Ewa B Petersson;SE-25-0405;1;;;;0;0.00;SEK;0.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;QLB06;Ewa B Petersson;Qualitative test - NN;6;;;;0;20550.00;SEK;20550.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;QLB05;Ewa B Petersson;Qualitative test - PF;6;;;;0;4800.00;SEK;4800.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;Fritext;Ewa B Petersson;SE-25-0424;1;;;;0;0.00;SEK;0.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;QLB06;Ewa B Petersson;Qualitative test - NN;3;;;;0;10275.00;SEK;10275.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;QLB05;Ewa B Petersson;Qualitative test - PF;3;;;;0;2400.00;SEK;2400.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;Fritext;Ewa B Petersson;SE-25-0425;1;;;;0;0.00;SEK;0.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;QLB06;Ewa B Petersson;Qualitative test - NN;2;;;;0;6850.00;SEK;6850.00
4512;3119;Stubbetorps potatis AB;12003165;5/29/2025;2025/5;QLB05;Ewa B Petersson;Qualitative test - PF;2;;;;0;1600.00;SEK;1600.00
4476;3119;Stubbetorps potatis AB;12003116;4/29/2025;2025/4;Fritext;Ewa B Petersson;SE-25-0337;1;;;;0;0.00;SEK;0.00
4476;3119;Stubbetorps potatis AB;12003116;4/29/2025;2025/4;QLB06;Ewa B Petersson;Qualitative test - NN;3;;;;0;10275.00;SEK;10275.00
4476;3119;Stubbetorps potatis AB;12003116;4/29/2025;2025/4;QLB05;Ewa B Petersson;Qualitative test - PF;3;;;;0;2400.00;SEK;2400.00
4476;3119;Stubbetorps potatis AB;12003116;4/29/2025;2025/4;Fritext;Ewa B Petersson;SE-25-0384;1;;;;0;0.00;SEK;0.00
4476;3119;Stubbetorps potatis AB;12003116;4/29/2025;2025/4;QLB06;Ewa B Petersson;Qualitative test - NN;4;;;;0;13700.00;SEK;13700.00
4476;3119;Stubbetorps potatis AB;12003116;4/29/2025;2025/4;QLB05;Ewa B Petersson;Qualitative test - PF;4;;;;0;3200.00;SEK;3200.00
4641;3119;Stubbetorps potatis AB;12003236;6/30/2025;2025/6;Fritext;Ewa B Petersson;SE-25-0404, 5 Chitwoodi kits;1;;;;0;0.00;SEK;0.00
4641;3119;Stubbetorps potatis AB;12003236;6/30/2025;2025/6;ADS09;Ewa B Petersson;Material and reagents;5;;;;0;750.00;SEK;750.00
4641;3119;Stubbetorps potatis AB;12003236;6/30/2025;2025/6;ADS08;Ewa B Petersson;Freight/porto;1;;;;0;127.50;SEK;127.50
4403;462;BASF Italia S.p.A;12003156;5/20/2025;2025/5;Fritext;Martina Govoni;SE-25-0194;1;;;;0;0.00;EUR;0.00
4403;462;BASF Italia S.p.A;12003156;5/20/2025;2025/5;ADS018;Martina Govoni;Tissue plate and lid for sampling;10;;;;0;90.50;EUR;1010.25
4403;462;BASF Italia S.p.A;12003156;5/20/2025;2025/5;ADS005;Martina Govoni;Administration fee shipment, incl. emballage;1;;;;0;75.00;EUR;837.23
4403;462;BASF Italia S.p.A;12003156;5/20/2025;2025/5;ADS008;Martina Govoni;Shipment actual costs;1;;;;0;61.00;EUR;680.94
4525;462;BASF Italia S.p.A;12003180;5/30/2025;2025/5;Fritext;Martina Govoni;SE-25-0454;1;;;;0;0.00;EUR;0.00
4525;462;BASF Italia S.p.A;12003180;5/30/2025;2025/5;PP008;Martina Govoni;DNA-extraction 1;5;;;;0;650.00;EUR;7111.00
4525;462;BASF Italia S.p.A;12003180;5/30/2025;2025/5;QTS02;Martina Govoni;Zygosity test - KASP chemistry;15;;;;0;300.00;EUR;3282.00
4793;462;BASF Italia S.p.A;12003408;7/31/2025;2025/7;Fritext;Martina Govoni;SE-25-0633;1;;;;0;0.00;EUR;0.00
